name,location,rating,votes,cost,cuisines,cluster,segment
Brew Meister,Jayanagar,4.1,975,1500.0,"North Indian, Continental, Finger Food, American, Asian",2,Hidden gems
Salut,Jayanagar,4.1,446,1200.0,"Continental, Finger Food, Seafood, Pizza",2,Hidden gems
The Lounge - Eden Park Restaurants,Jayanagar,3.8,152,1350.0,"North Indian, Afghan",2,Hidden gems
Clove Rooftop,Jayanagar,3.8,234,1000.0,"Konkan, Seafood",1,Budget crowd-pleasers
The Pump House,JP Nagar,4.3,697,1500.0,"Continental, Finger Food",2,Hidden gems
Levitate Brewery and Kitchen,JP Nagar,4.5,456,1500.0,"Finger Food, North Indian, Continental",2,Hidden gems
Deja Vu Resto Bar,Bannerghatta Road,4.4,2499,900.0,"North Indian, Italian",2,Hidden gems
Brewsky,JP Nagar,4.3,4323,1600.0,"Continental, American",3,Star restaurants
Stories,JP Nagar,4.2,2217,1200.0,"American, Chinese, Continental, North Indian",2,Hidden gems
"3B's - Buddies, Bar & Barbecues",BTM,4.4,1162,1100.0,"North Indian, Mediterranean, European, BBQ",2,Hidden gems
Bottle Breacher,JP Nagar,4.2,1197,1200.0,"Italian, Continental",2,Hidden gems
Churchill's,JP Nagar,4.1,1407,1100.0,"North Indian, Continental",2,Hidden gems
The Underpass Pub & Grub,JP Nagar,4.0,725,1500.0,"Finger Food, Continental, North Indian, Chinese",2,Hidden gems
Mockaholic Restro Beer Cafe,JP Nagar,3.9,919,1000.0,"North Indian, Chinese, Pizza, BBQ",2,Hidden gems
Watson's,JP Nagar,4.0,1017,1300.0,"Finger Food, Chinese, Continental",2,Hidden gems
Casa Piccosa,JP Nagar,4.1,847,1100.0,"South American, Continental, Italian",2,Hidden gems
Coconut Grove,JP Nagar,3.4,97,1100.0,"South Indian, Chettinad, Kerala, Seafood",0,Underperformers
K27 - The Pub,Banashankari,3.1,30,1000.0,"Chinese, North Indian",0,Underperformers
Darbar,Banashankari,3.0,98,800.0,"North Indian, Chinese",0,Underperformers
Turquoise,JP Nagar,2.8,56,1200.0,North Indian,0,Underperformers
Sea Lions BBQ & Grills,Jayanagar,4.6,538,1100.0,"North Indian, Chinese, Mughlai, Mexican, BBQ",2,Hidden gems
Barbeque Nation,JP Nagar,4.7,3855,1600.0,"North Indian, European, Mediterranean, BBQ, Kebab",3,Star restaurants
Sattvam,JP Nagar,4.3,357,1200.0,"North Indian, South Indian",2,Hidden gems
Village - The Soul of India,JP Nagar,4.1,2461,1000.0,"Rajasthani, Gujarati, North Indian, South Indian",2,Hidden gems
24th Main,JP Nagar,4.1,1239,800.0,"North Indian, South Indian, Chinese",2,Hidden gems
Zaitoon,JP Nagar,4.1,1547,1000.0,"BBQ, Arabian, Chinese, North Indian, Desserts",2,Hidden gems
Mango Greens,JP Nagar,3.9,48,900.0,"North Indian, Continental, Chinese",1,Budget crowd-pleasers
Oye Amritsar,JP Nagar,3.8,763,600.0,North Indian,1,Budget crowd-pleasers
Melt - Eden Park,JP Nagar,4.0,347,1000.0,"North Indian, Chinese, Thai, Mughlai, Seafood",1,Budget crowd-pleasers
Mandi,JP Nagar,3.8,561,800.0,North Indian,1,Budget crowd-pleasers
Nouvelle Garden,JP Nagar,3.7,203,900.0,"North Indian, Continental, Italian",1,Budget crowd-pleasers
Spice Code,JP Nagar,3.9,165,1000.0,"South Indian, North Indian, Chinese, Biryani",1,Budget crowd-pleasers
The Onyx - The HHI Select Bengaluru,JP Nagar,3.3,177,950.0,"North Indian, Chinese, Continental",0,Underperformers
The Pavillion,JP Nagar,2.7,43,1000.0,"North Indian, Continental, South Indian, Chinese",0,Underperformers
The Maori - Aurick Boutique Hotel,JP Nagar,3.5,44,1000.0,"Chinese, North Indian",0,Underperformers
Deja Vu Resto Bar,Bannerghatta Road,4.4,2496,900.0,"North Indian, Italian",2,Hidden gems
Fattoush,Bannerghatta Road,4.2,1976,1000.0,"Arabian, Biryani, Chinese, Middle Eastern, Fast Food, North Indian, Mughlai, Seafood",2,Hidden gems
AB's - Absolute Barbecues,BTM,4.9,6404,1600.0,"European, Mediterranean, North Indian, BBQ",3,Star restaurants
Cable Car,Jayanagar,4.3,1247,1000.0,"North Indian, Italian",2,Hidden gems
"3B's - Buddies, Bar & Barbecues",BTM,4.4,1154,1100.0,"North Indian, Mediterranean, European, BBQ",2,Hidden gems
Desi Rasoi,Jayanagar,3.8,362,600.0,"Biryani, North Indian, Chinese, Rajasthani",1,Budget crowd-pleasers
The Yellow Chilli,Jayanagar,3.8,584,1200.0,"North Indian, Mughlai, Biryani",2,Hidden gems
The Sofraah Kebabs & Kurries - Eden Park Restaurants,Jayanagar,3.8,176,1350.0,"North Indian, Afghan",2,Hidden gems
Dr. Sheesha,JP Nagar,4.1,1445,800.0,"Cafe, Chinese, Continental, Italian",2,Hidden gems
Slate Cafe,JP Nagar,4.1,53,600.0,"Cafe, Sandwich, Burger",1,Budget crowd-pleasers
Skyline Pizzeria,JP Nagar,3.9,764,600.0,"Cafe, Bakery, Italian",1,Budget crowd-pleasers
D View Cafe,JP Nagar,4.0,510,1000.0,"Cafe, Italian, Chinese, Beverages",2,Hidden gems
Dialogues,JP Nagar,4.0,129,600.0,"Cafe, Continental",1,Budget crowd-pleasers
Pancuzzi,JP Nagar,4.2,170,600.0,"Cafe, Beverages, Desserts",1,Budget crowd-pleasers
Starbucks,JP Nagar,4.2,386,700.0,"Cafe, Desserts",1,Budget crowd-pleasers
Mudpipe Cafe,JP Nagar,3.9,728,800.0,"Cafe, Continental, North Indian",1,Budget crowd-pleasers
TAB - Take A Break,JP Nagar,4.1,522,550.0,"Cafe, Continental, Italian",1,Budget crowd-pleasers
Biggies Burger 'n' More,JP Nagar,4.1,206,650.0,"Cafe, Burger, Beverages",1,Budget crowd-pleasers
Onesta,JP Nagar,4.4,4410,600.0,"Pizza, Cafe, Italian",3,Star restaurants
Cafe Potpourri,JP Nagar,3.7,132,400.0,"Cafe, Sandwich, North Indian, Beverages, Desserts",1,Budget crowd-pleasers
Crafted Plate,JP Nagar,4.2,239,600.0,"Cafe, Asian, Burger, Continental, Italian, Salad",1,Budget crowd-pleasers
De Oxford Cafe,JP Nagar,3.7,34,500.0,"Cafe, Beverages, Fast Food",1,Budget crowd-pleasers
Vinaya Coffee Moments,JP Nagar,3.8,46,450.0,"Burger, Cafe, Desserts, Sandwich, Italian",1,Budget crowd-pleasers
Brew Point,JP Nagar,3.6,10,500.0,"Cafe, American, Burger, Sandwich, Fast Food",1,Budget crowd-pleasers
Cafe Coffee Day,JP Nagar,3.5,27,650.0,Cafe,0,Underperformers
The Cravery,JP Nagar,2.6,18,500.0,Cafe,0,Underperformers
Cuppa,JP Nagar,3.4,48,550.0,"Cafe, Fast Food",0,Underperformers
"Malnad Blossom, Coffee & Cream",JP Nagar,3.8,33,300.0,Cafe,1,Budget crowd-pleasers
Anju's Cafe,JP Nagar,3.4,6,600.0,"Cafe, North Indian",0,Underperformers
Skytouch Le Cafe,JP Nagar,3.7,127,700.0,"Cafe, Italian, Desserts",1,Budget crowd-pleasers
The Chocolate Room,JP Nagar,3.9,153,400.0,"Cafe, Desserts",1,Budget crowd-pleasers
Woodee Pizza,JP Nagar,2.7,85,500.0,"Cafe, Pizza, Fast Food, Beverages",0,Underperformers
Cafe Mist,JP Nagar,3.8,187,500.0,"Cafe, American, Continental, Italian",1,Budget crowd-pleasers
WAFL,Bannerghatta Road,4.0,41,400.0,"Cafe, Fast Food, Desserts, Beverages",1,Budget crowd-pleasers
Vaho Kafe & Pressery,Bannerghatta Road,3.9,124,500.0,"Cafe, Healthy Food, Asian, Italian, North Indian, Biryani, Juices",1,Budget crowd-pleasers
Dreamcatcher,Bannerghatta Road,3.9,50,600.0,Cafe,1,Budget crowd-pleasers
Smoor,Bannerghatta Road,3.6,17,900.0,"Desserts, Cafe, Beverages",1,Budget crowd-pleasers
Shee-Sha Cafe,Bannerghatta Road,3.6,39,800.0,"Cafe, North Indian, Chinese, Continental",1,Budget crowd-pleasers
D2V Cafe,Bannerghatta Road,3.6,13,700.0,Cafe,1,Budget crowd-pleasers
Cafe Talk,Bannerghatta Road,3.3,14,700.0,"Cafe, Continental, North Indian, Bakery, Desserts",0,Underperformers
Cafe Choco Craze,Bannerghatta Road,3.7,9,400.0,"Cafe, Fast Food, Desserts",1,Budget crowd-pleasers
Go Native,Jayanagar,4.3,1265,800.0,"Healthy Food, Cafe, Beverages",2,Hidden gems
Alchemy Coffee Roasters,Jayanagar,4.2,713,500.0,Cafe,1,Budget crowd-pleasers
SlimSins Cafe,Jayanagar,4.1,710,850.0,"Cafe, Healthy Food",1,Budget crowd-pleasers
Fabcafe,Jayanagar,3.5,11,800.0,"Cafe, Healthy Food",0,Underperformers
Ruh's Cafe,BTM,4.1,464,500.0,"Cafe, American, Italian, Continental, Chinese",1,Budget crowd-pleasers
The Airos,Jayanagar,4.1,130,650.0,"Cafe, Italian, Pizza",1,Budget crowd-pleasers
Restro Cafe,Jayanagar,3.8,30,400.0,Cafe,1,Budget crowd-pleasers
Bun Town,BTM,4.0,204,500.0,"Cafe, Bakery",1,Budget crowd-pleasers
Cross Road Cafe,Jayanagar,3.9,91,300.0,"Cafe, Fast Food, Chinese",1,Budget crowd-pleasers
Tummy Fuel,Jayanagar,4.2,450,400.0,"Cafe, Beverages, Fast Food",1,Budget crowd-pleasers
Willys Top Cafe,Jayanagar,4.0,310,750.0,"Cafe, Continental, Asian",1,Budget crowd-pleasers
La Grande Cafe,Jayanagar,3.8,46,400.0,Cafe,1,Budget crowd-pleasers
36th Cross Coffee Mane,Jayanagar,3.6,19,200.0,"South Indian, Chinese, Beverages, Cafe, Coffee, Fast Food, Momos, North Indian",1,Budget crowd-pleasers
Ludo CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,Kumaraswamy Layout,3.9,144,550.0,"Cafe, Chinese, Arabian",1,Budget crowd-pleasers
Brewz Coffee,BTM,3.0,61,650.0,Cafe,0,Underperformers
On The Nose,BTM,3.8,614,600.0,"Cafe, Italian, Mexican, Chinese",1,Budget crowd-pleasers
Mug N Bean,Jayanagar,3.9,247,400.0,"Cafe, Continental, Italian, Burger",1,Budget crowd-pleasers
Insta Cafe,BTM,2.9,7,400.0,"Cafe, Continental, Pizza, Italian, Beverages",0,Underperformers
Hearts Unlock Cafe,BTM,3.2,11,500.0,"Cafe, Healthy Food",0,Underperformers
Coffee Tindi,Banashankari,3.8,75,200.0,"Cafe, South Indian",1,Budget crowd-pleasers
People Tree Cafe,Jayanagar,3.7,167,400.0,"Cafe, Fast Food, Beverages",1,Budget crowd-pleasers
PHEW (Play Hard Eat Wild),BTM,3.9,488,700.0,"Continental, Lebanese, Middle Eastern, North Indian, Chinese, BBQ, Cafe",1,Budget crowd-pleasers
eat.fit,BTM,4.5,1185,500.0,"Healthy Food, North Indian, Biryani, Continental, Sandwich, Desserts",1,Budget crowd-pleasers
Fish Chain,BTM,4.1,52,250.0,"Seafood, BBQ, Biryani",1,Budget crowd-pleasers
Swadista Aahar,BTM,4.2,785,300.0,"South Indian, North Indian, Chinese, Street Food",1,Budget crowd-pleasers
FreshMenu,South Bangalore,3.8,630,450.0,"Healthy Food, Chinese, Biryani, North Indian, Continental, Salad, American, Burger",1,Budget crowd-pleasers
Subway,Bannerghatta Road,3.2,167,600.0,"Salad, Fast Food",0,Underperformers
Fattoush,BTM,4.1,1277,900.0,"Arabian, Mughlai, Biryani, North Indian, Chinese, Seafood",2,Hidden gems
Capsicum Family Restaurant,BTM,3.8,256,800.0,"Biryani, North Indian",1,Budget crowd-pleasers
Hiyar Majhe Kolkata,BTM,3.9,247,400.0,"Bengali, North Indian",1,Budget crowd-pleasers
Easy Bites,JP Nagar,4.1,66,300.0,"Fast Food, Sandwich",1,Budget crowd-pleasers
Recipe,Kumaraswamy Layout,4.0,808,500.0,"North Indian, Chinese, Biryani",1,Budget crowd-pleasers
YummRajj,BTM,3.3,42,500.0,Fast Food,0,Underperformers
Chettayees,BTM,3.4,150,400.0,"Kerala, North Indian, Chinese",0,Underperformers
Leon Grill,Jayanagar,4.1,418,500.0,"Burger, Turkish, Arabian, Fast Food, Salad, Healthy Food, Desserts",1,Budget crowd-pleasers
Maa'r Rannaghor,JP Nagar,3.8,22,400.0,"Bengali, Chinese",1,Budget crowd-pleasers
XO Belgian Waffle,BTM,4.5,556,400.0,"Desserts, Beverages",1,Budget crowd-pleasers
Box Magic,Bannerghatta Road,3.7,22,400.0,"North Indian, South Indian, Seafood, Rolls",1,Budget crowd-pleasers
Kannur Food Point,BTM,3.7,215,200.0,"Kerala, North Indian",1,Budget crowd-pleasers
Kullad Cafe,BTM,3.9,331,200.0,"North Indian, Cafe, Fast Food, Beverages",1,Budget crowd-pleasers
Dr. Bubbles,Jayanagar,4.2,95,400.0,"Beverages, Desserts",1,Budget crowd-pleasers
Abhiruchi Hotel,BTM,3.5,735,600.0,"Andhra, Biryani, Chinese, North Indian, Seafood, South Indian",1,Budget crowd-pleasers
Al-Bek,JP Nagar,3.6,209,300.0,"Biryani, North Indian, Charcoal Chicken, Chinese, Seafood, Rolls",1,Budget crowd-pleasers
Empire Restaurant,JP Nagar,3.6,121,400.0,"Kerala, Seafood, South Indian, Chinese, North Indian, Charcoal Chicken, Beverages",1,Budget crowd-pleasers
Kolkata Kathi Rolls,JP Nagar,3.8,23,150.0,Rolls,1,Budget crowd-pleasers
Malenadu Kitchen,Kanakapura Road,3.8,170,700.0,"South Indian, North Indian, Chinese",1,Budget crowd-pleasers
Punjabites,JP Nagar,3.7,6,400.0,"North Indian, Charcoal Chicken",1,Budget crowd-pleasers
Dabba Gosht,JP Nagar,3.5,9,400.0,"Arabian, Middle Eastern",0,Underperformers
Kitchens@JP Nagar,JP Nagar,3.9,502,400.0,"Biryani, Kerala, Mughlai, Street Food, North Indian, Chinese, South Indian, Andhra",1,Budget crowd-pleasers
Sri Lakshmi Dhaba,BTM,2.9,258,250.0,North Indian,0,Underperformers
Krishna Kuteera,Bannerghatta Road,4.0,403,400.0,"South Indian, North Indian, Chinese",1,Budget crowd-pleasers
Momoz,BTM,4.0,944,600.0,"Chinese, Momos",1,Budget crowd-pleasers
Kalingas,BTM,3.9,181,250.0,"Oriya, Fast Food",1,Budget crowd-pleasers
Roti Wala,BTM,4.0,199,300.0,North Indian,1,Budget crowd-pleasers
Corner House Ice Cream,Jayanagar,4.4,825,400.0,"Ice Cream, Desserts",1,Budget crowd-pleasers
Apna Punjab,BTM,3.7,476,450.0,"North Indian, Chinese, Fast Food",1,Budget crowd-pleasers
Five Star Chicken,JP Nagar,3.9,62,300.0,"Burger, Fast Food, Roast Chicken, Finger Food",1,Budget crowd-pleasers
Nellore Bhojanam,Bannerghatta Road,3.1,178,250.0,Andhra,0,Underperformers
Sagar Deluxe,Kumaraswamy Layout,3.2,170,300.0,"South Indian, North Indian, Chinese, Juices",0,Underperformers
Chaatimes,JP Nagar,3.8,101,200.0,"Street Food, Fast Food",1,Budget crowd-pleasers
Poha House,BTM,3.6,7,200.0,Maharashtrian,1,Budget crowd-pleasers
Antilla Aromas,Bannerghatta Road,3.7,20,300.0,"Desserts, Ice Cream",1,Budget crowd-pleasers
Muthashy's,BTM,4.2,467,400.0,"Kerala, South Indian, Chinese",1,Budget crowd-pleasers
Donne Biriyani House,JP Nagar,3.3,212,350.0,"Biryani, Andhra",0,Underperformers
MRA,BTM,3.9,21,200.0,Bakery,1,Budget crowd-pleasers
Shanmukha,Jayanagar,4.4,1972,800.0,"Biryani, Andhra, North Indian, Chinese",2,Hidden gems
Bhukkhad Baba,JP Nagar,3.7,132,250.0,"North Indian, Beverages",1,Budget crowd-pleasers
Vegetarea,BTM,3.9,38,250.0,South Indian,1,Budget crowd-pleasers
Mysuru Coffee Thindi,Jayanagar,4.1,303,200.0,"South Indian, Coffee",1,Budget crowd-pleasers
Kitchen Garden,Kumaraswamy Layout,3.6,247,300.0,"North Indian, Chinese",1,Budget crowd-pleasers
Ilyazsab The House Of Chicken,BTM,4.0,118,250.0,"Rolls, Kebab",1,Budget crowd-pleasers
Swad Punjab Da,BTM,4.1,130,150.0,North Indian,1,Budget crowd-pleasers
Shanthi Sagar,JP Nagar,3.6,519,400.0,"South Indian, North Indian, Chinese",1,Budget crowd-pleasers
Burger King,Bannerghatta Road,3.8,474,600.0,"Burger, Fast Food, Beverages",1,Budget crowd-pleasers
Cakebuy,Bannerghatta Road,3.9,70,350.0,Desserts,1,Budget crowd-pleasers
Just Shawarma,Jayanagar,4.3,794,300.0,Arabian,1,Budget crowd-pleasers
Smoke-A-Pot,JP Nagar,3.5,93,600.0,"Biryani, Kebab, Rolls",0,Underperformers
Chicken Magic,BTM,3.7,210,300.0,"Chinese, North Indian",1,Budget crowd-pleasers
Tasty Bytes,Kumaraswamy Layout,3.1,245,300.0,"North Indian, Chinese, Momos, Rolls",0,Underperformers
Abhiruchi Hotel,Bannerghatta Road,3.3,456,550.0,"Andhra, Biryani, North Indian, Chinese",0,Underperformers
Shree Krishna Sannidhi,Bannerghatta Road,3.4,78,450.0,"North Indian, Chinese",0,Underperformers
Delight Food,BTM,2.6,174,450.0,"Andhra, Chinese, Biryani",0,Underperformers
A2B - Adyar Ananda Bhavan,JP Nagar,4.2,53,200.0,"South Indian, North Indian, Chinese, Street Food",1,Budget crowd-pleasers
Beijing Bites,JP Nagar,3.7,11,400.0,"Chinese, Thai, Momos",1,Budget crowd-pleasers
SL Vadapav,Jayanagar,4.0,79,100.0,Maharashtrian,1,Budget crowd-pleasers
Pizza Hut,JP Nagar,2.7,159,750.0,Pizza,0,Underperformers
Swathi Restaurant,JP Nagar,3.9,14,400.0,"Andhra, North Indian, Chinese",1,Budget crowd-pleasers
The Good Bowl,JP Nagar,3.7,6,500.0,"Italian, North Indian, Biryani",1,Budget crowd-pleasers
Chicken Corner,BTM,3.7,25,400.0,"Biryani, North Indian, Fast Food, Chinese",1,Budget crowd-pleasers
CakeZone,JP Nagar,3.7,15,200.0,"Bakery, Desserts",1,Budget crowd-pleasers
Adithya,JP Nagar,4.0,334,300.0,"South Indian, North Indian, Chinese",1,Budget crowd-pleasers
Bohra Bohra CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,JP Nagar,3.6,49,300.0,Bohri,1,Budget crowd-pleasers
Faasos,JP Nagar,3.9,313,500.0,"North Indian, Biryani, Fast Food",1,Budget crowd-pleasers
Kedia's Fun Food,Jayanagar,4.3,632,200.0,"North Indian, Street Food, Juices",1,Budget crowd-pleasers
Krispy Kreme,Jayanagar,4.0,253,300.0,"Desserts, Beverages",1,Budget crowd-pleasers
Kaapi Kuteera,Kanakapura Road,3.5,86,100.0,South Indian,0,Underperformers
Kuttanad,Bannerghatta Road,3.6,140,200.0,"Kerala, South Indian",1,Budget crowd-pleasers
BingeJoy!,JP Nagar,3.7,18,100.0,"Biryani, Chinese, Fast Food",1,Budget crowd-pleasers
Juice Shop,JP Nagar,3.4,26,150.0,"Juices, Beverages, Ice Cream",0,Underperformers
Shaadi Ki Biryani,BTM,3.1,31,400.0,"Biryani, North Indian, Mughlai",0,Underperformers
Veg By Nature,JP Nagar,3.4,14,200.0,North Indian,0,Underperformers
Davangere Butter Dosa Hotel,Kumaraswamy Layout,3.8,25,150.0,South Indian,1,Budget crowd-pleasers
Madeena Hotel,Bannerghatta Road,3.9,54,400.0,"North Indian, Mughlai, Biryani",1,Budget crowd-pleasers
Cheesiano Pizza,JP Nagar,4.0,205,700.0,"Pizza, Italian",1,Budget crowd-pleasers
Kabab Magic,Jayanagar,4.0,958,500.0,"North Indian, Kebab, Fast Food",1,Budget crowd-pleasers
Cafe Potpourri,JP Nagar,3.7,132,400.0,"Cafe, Sandwich, North Indian, Beverages, Desserts",1,Budget crowd-pleasers
Nandhi Andhra Style Family Restaurant,Jayanagar,3.4,13,400.0,"Seafood, Biryani, South Indian, North Indian, Chinese, Kebab",0,Underperformers
KFC,Jayanagar,3.3,351,400.0,"Burger, Fast Food",0,Underperformers
Lassi Shop,Kumaraswamy Layout,3.9,169,150.0,"Beverages, Juices, Ice Cream",1,Budget crowd-pleasers
Arabian Mexico,Bannerghatta Road,3.4,44,400.0,"Fast Food, Arabian",0,Underperformers
OMG Biriyani,BTM,3.4,16,600.0,"Biryani, Andhra, Chinese",0,Underperformers
Sri Punjabi Dhaba,BTM,3.3,46,400.0,North Indian,0,Underperformers
Keventers,Jayanagar,3.9,210,400.0,"Desserts, Beverages, Ice Cream",1,Budget crowd-pleasers
Namma Brahmin's Idli,Jayanagar,3.7,37,100.0,South Indian,1,Budget crowd-pleasers
New Mahesh Friends Food Corner,BTM,3.2,49,300.0,"North Indian, Chinese",0,Underperformers
Behrouz Biryani,JP Nagar,4.0,190,650.0,Biryani,1,Budget crowd-pleasers
Fujian Express,JP Nagar,3.4,35,200.0,"Chinese, Thai",0,Underperformers
Paradise,JP Nagar,4.0,1986,800.0,"Biryani, North Indian, Kebab",2,Hidden gems
Mahesh Friends Food Center,BTM,2.9,132,300.0,"Chinese, North Indian",0,Underperformers
Cakewala,JP Nagar,4.1,232,500.0,"Bakery, Desserts",1,Budget crowd-pleasers
Hari Super Sandwich,BTM,3.9,15,100.0,"Sandwich, Fast Food",1,Budget crowd-pleasers
Roll N Rock,Kumaraswamy Layout,3.9,124,400.0,"Chinese, North Indian, Mughlai, Rolls",1,Budget crowd-pleasers
Ghee Biryanis,BTM,3.4,137,500.0,"Biryani, North Indian",0,Underperformers
Hind Ka Chulah,Bannerghatta Road,3.8,182,600.0,"North Indian, Biryani",1,Budget crowd-pleasers
Mani's Dum Biryani,JP Nagar,4.2,380,750.0,"Biryani, Kebab",1,Budget crowd-pleasers
Polar Bear,BTM,3.9,20,300.0,"Desserts, Ice Cream",1,Budget crowd-pleasers
Dadi's Dum Biryani,Bannerghatta Road,4.0,743,800.0,"Biryani, North Indian, Mughlai",1,Budget crowd-pleasers
Shiv Sai Hotel,Bannerghatta Road,3.5,74,400.0,North Indian,0,Underperformers
Burj Hotel,Bannerghatta Road,3.5,57,350.0,"North Indian, Chinese",0,Underperformers
Biryani Durbar,Bannerghatta Road,3.7,129,400.0,"Biryani, North Indian",1,Budget crowd-pleasers
The Shawarma Shop,BTM,4.1,381,250.0,Arabian,1,Budget crowd-pleasers
A M Biryani Hotel,Bannerghatta Road,3.3,6,300.0,"North Indian, Chinese, Biryani, Fast Food",0,Underperformers
Sri Vishnu Park,BTM,3.8,99,350.0,"South Indian, North Indian, Chinese",1,Budget crowd-pleasers
Onesta,JP Nagar,4.4,4410,600.0,"Pizza, Cafe, Italian",3,Star restaurants
Tandoori Paradise,BTM,3.5,8,600.0,"North Indian, Chinese",0,Underperformers
Sri Udupi Food Hub,Jayanagar,4.1,176,500.0,"South Indian, North Indian, Chinese, Beverages",1,Budget crowd-pleasers
Night Biryani,BTM,3.2,21,600.0,"Biryani, North Indian",0,Underperformers
Goli Vada Pav No. 1,Kumaraswamy Layout,3.8,65,200.0,Street Food,1,Budget crowd-pleasers
Samosa Singh,JP Nagar,4.0,153,200.0,"Street Food, Fast Food, Rolls, Desserts",1,Budget crowd-pleasers
Nati Palace,JP Nagar,3.5,11,200.0,"South Indian, North Indian",0,Underperformers
Nammura Donne Biriyani,Bannerghatta Road,3.2,5,300.0,Biryani,0,Underperformers
Red Chilli Restaurant,Bannerghatta Road,3.2,94,350.0,"North Indian, Chinese",0,Underperformers
Kanti Sweets,JP Nagar,4.0,183,400.0,"Mithai, Street Food",1,Budget crowd-pleasers
Starlite Bakery & Fastfood,Jayanagar,3.7,23,300.0,"North Indian, Chinese, Rolls, Bakery, Arabian, Charcoal Chicken, Desserts",1,Budget crowd-pleasers
Karama Restaurant,JP Nagar,3.4,18,400.0,Arabian,0,Underperformers
Kabab Mehal,JP Nagar,3.7,66,400.0,"Kebab, North Indian, Fast Food, Beverages",1,Budget crowd-pleasers
Fresh Kitchen,Bannerghatta Road,3.3,22,600.0,"North Indian, Chinese",0,Underperformers
Warm Oven,BTM,3.9,34,500.0,"Bakery, Desserts",1,Budget crowd-pleasers
Prasiddhi Food Corner,JP Nagar,3.7,171,200.0,"Fast Food, North Indian, South Indian",1,Budget crowd-pleasers
Indian Food,BTM,2.9,345,450.0,"North Indian, Biryani, Chinese, Momos",0,Underperformers
Brundhavana Food Point,Kumaraswamy Layout,4.0,193,300.0,"South Indian, North Indian, Chinese, Street Food, Beverages",1,Budget crowd-pleasers
Mughlai Kitchen,BTM,3.5,270,600.0,"Mughlai, North Indian, Chinese, Momos",0,Underperformers
Pathaan Sir,BTM,3.9,183,250.0,"Fast Food, Rolls, Momos",1,Budget crowd-pleasers
Sankranthi Veg Restaurant,BTM,3.0,102,600.0,"South Indian, North Indian, Chinese",0,Underperformers
Roll Over,JP Nagar,4.1,240,500.0,"Ice Cream, Beverages, Fast Food",1,Budget crowd-pleasers
Sher-E-Punjab,BTM,3.2,19,400.0,"North Indian, Chinese",0,Underperformers
